CEG,lat_base,lon_base,lat_era5,lon_era5,cell_key
EOLCVBA073921-9-01,-10.10971588999996,-40.50234908999994,-10.0,-40.5,latm10p00_lonm40p50
EOLCVBA073922-7-01,-10.129982089999942,-40.51133122999994,-10.25,-40.5,latm10p25_lonm40p50
EOLCVBA073923-5-01,-10.149886199999967,-40.51836003999995,-10.25,-40.5,latm10p25_lonm40p50
EOLCVBA073924-3-01,-10.00196902999994,-40.43848302999993,-10.0,-40.5,latm10p00_lonm40p50
EOLCVBA073925-1-01,-9.990190369999937,-40.460669279999934,-10.0,-40.5,latm10p00_lonm40p50
EOLCVBA073926-0-01,-10.00829865999998,-40.46738175999997,-10.0,-40.5,latm10p00_lonm40p50
EOLCVBA073927-8-01,-10.018511789999934,-40.484577239999965,-10.0,-40.5,latm10p00_lonm40p50
EOLCVBA073928-6-01,-9.96880662999996,-40.47298731999996,-10.0,-40.5,latm10p00_lonm40p50
EOLCVBA073929-4-01,-9.984166629999947,-40.48361862999997,-10.0,-40.5,latm10p00_lonm40p50
EOLCVBA073930-8-01,-9.999400009999931,-40.49415008999995,-10.0,-40.5,latm10p00_lonm40p50
EOLCVBA073931-6-01,-10.011730919999934,-40.50459622999995,-10.0,-40.5,latm10p00_lonm40p50
EOLCVBA073932-4-01,-10.032607919999975,-40.49661917999998,-10.0,-40.5,latm10p00_lonm40p50
EOLCVBA073933-2-01,-10.047567629999946,-40.50751672999996,-10.0,-40.5,latm10p00_lonm40p50
EOLCVBA073934-0-01,-10.06348196999994,-40.517151669999976,-10.0,-40.5,latm10p00_lonm40p50
EOLCVBA073935-9-01,-10.080232869999977,-40.52566934999993,-10.0,-40.5,latm10p00_lonm40p50
EOLCVBA073936-7-01,-10.09532760999997,-40.53638818999997,-10.0,-40.5,latm10p00_lonm40p50
EOLCVBA073937-5-01,-10.025804259999973,-40.51154836999996,-10.0,-40.5,latm10p00_lonm40p50
EOLCVBA073938-3-01,-10.040226699999948,-40.523155309999936,-10.0,-40.5,latm10p00_lonm40p50
EOLCVBA073939-1-01,-10.097304849999944,-40.29024431999994,-10.0,-40.25,latm10p00_lonm40p25
EOLCVBA073940-5-01,-10.105895509999923,-40.299339919999966,-10.0,-40.25,latm10p00_lonm40p25
EOLCVBA073941-3-01,-10.135795539999949,-40.36036681999997,-10.25,-40.25,latm10p25_lonm40p25
EOLCVBA073942-1-01,-10.16074158999993,-40.37578647999993,-10.25,-40.5,latm10p25_lonm40p50
EOLCVBA073943-0-01,-10.179893999999932,-40.39042605999998,-10.25,-40.5,latm10p25_lonm40p50
EOLCVBA073944-8-01,-10.19285095999993,-40.405259359999945,-10.25,-40.5,latm10p25_lonm40p50
EOLCVBA073945-6-01,-10.136030159999962,-40.31834290999996,-10.25,-40.25,latm10p25_lonm40p25
EOLCVBA073946-4-01,-10.143690259999971,-40.30442932999995,-10.25,-40.25,latm10p25_lonm40p25
EOLCVBA073947-2-01,-10.179016089999948,-40.31630108999997,-10.25,-40.25,latm10p25_lonm40p25
EOLCVBA073948-0-01,-10.00192168999996,-40.21445991999997,-10.0,-40.25,latm10p00_lonm40p25
EOLCVBA073949-9-01,-10.032876099999951,-40.21653662999995,-10.0,-40.25,latm10p00_lonm40p25
EOLCVBA073950-2-01,-10.063091389999954,-40.200618179999935,-10.0,-40.25,latm10p00_lonm40p25
EOLCVBA073951-0-01,-10.076547269999937,-40.20794944999994,-10.0,-40.25,latm10p00_lonm40p25
EOLCVBA073952-9-01,-10.092290529999955,-40.20298927999994,-10.0,-40.25,latm10p00_lonm40p25
EOLCVBA073953-7-01,-10.116615119999947,-40.21287171999995,-10.0,-40.25,latm10p00_lonm40p25
EOLCVBA073954-5-01,-10.13523041999997,-40.21379039999994,-10.25,-40.25,latm10p25_lonm40p25
EOLCVBA073955-3-01,-10.154609079999943,-40.213680859999954,-10.25,-40.25,latm10p25_lonm40p25
EOLCVBA073959-6-01,-10.015371009999969,-40.191173309999954,-10.0,-40.25,latm10p00_lonm40p25
EOLCVBA073960-0-01,-10.041145809999932,-40.17255460999996,-10.0,-40.25,latm10p00_lonm40p25
EOLCVBA073961-8-01,-10.057417629999977,-40.17145446999996,-10.0,-40.25,latm10p00_lonm40p25
EOLCVBA073962-6-01,-10.10756491999996,-40.167419569999936,-10.0,-40.25,latm10p00_lonm40p25
EOLCVBA073963-4-01,-10.177792009999962,-40.14400578999994,-10.25,-40.25,latm10p25_lonm40p25
EOLCVBA073964-2-01,-10.205498169999942,-40.14425979999993,-10.25,-40.25,latm10p25_lonm40p25
EOLCVBA073965-0-01,-10.190814709999929,-40.32115057999994,-10.25,-40.25,latm10p25_lonm40p25
EOLCVBA073966-9-01,-10.16549860999993,-40.272655559999976,-10.25,-40.25,latm10p25_lonm40p25
EOLCVBA073967-7-01,-10.224637109999946,-40.27690693999995,-10.25,-40.25,latm10p25_lonm40p25
EOLCVBA073968-5-01,-10.18032661999996,-40.24483901999997,-10.25,-40.25,latm10p25_lonm40p25
EOLCVBA073969-3-01,-10.205394629999944,-40.24659766999997,-10.25,-40.25,latm10p25_lonm40p25
EOLCVRN051587-6-02,-6.385821463999946,-35.73824152099996,-6.5,-35.75,latm6p50_lonm35p75
EOLCVBA049420-8-01,-12.76882763499998,-42.03086083499994,-12.75,-42.0,latm12p75_lonm42p00
EOLCVRN051586-8-01,-6.434822234999956,-35.74864734999994,-6.5,-35.75,latm6p50_lonm35p75
EOLCVBA037004-5-01,-14.114559095999937,-42.49976532699998,-14.0,-42.5,latm14p00_lonm42p50
EOLCVBA037005-3-01,-14.074359910999933,-42.51232761499995,-14.0,-42.5,latm14p00_lonm42p50
EOLCVBA049418-6-01,-12.720370917999958,-42.043707869999935,-12.75,-42.0,latm12p75_lonm42p00
EOLCVBA034849-0-01,-10.971194099999934,-42.53691859799994,-11.0,-42.5,latm11p00_lonm42p50
EOLCVBA034829-5-01,-10.956297603999928,-42.56218063299997,-11.0,-42.5,latm11p00_lonm42p50
EOLCVBA034838-4-01,-10.98737241899994,-42.56089232199997,-11.0,-42.5,latm11p00_lonm42p50
EOLCVBA038086-5-01,-11.500620549999953,-42.14534354899996,-11.5,-42.25,latm11p50_lonm42p25
EOLCVRN051067-0-01,-6.18885340099996,-36.61773923799996,-6.25,-36.5,latm6p25_lonm36p50
EOLCVPB074299-6-01,-7.06074899999993,-36.98861699999998,-7.0,-37.0,latm7p00_lonm37p00
EOLCVPB074300-3-01,-7.022297999999978,-36.96929199999994,-7.0,-37.0,latm7p00_lonm37p00
EOLCVPB074301-1-01,-6.9725669999999695,-36.90326099999993,-7.0,-37.0,latm7p00_lonm37p00
EOLCVPB074302-0-01,-6.952590999999927,-36.97004499999997,-7.0,-37.0,latm7p00_lonm37p00
EOLCVPB074303-8-01,-6.942857999999944,-36.96454099999994,-7.0,-37.0,latm7p00_lonm37p00
EOLCVPB074304-6-01,-6.958153999999979,-36.93956799999995,-7.0,-37.0,latm7p00_lonm37p00
EOLCVPB074305-4-01,-6.817926999999941,-36.79550199999994,-6.75,-36.75,latm6p75_lonm36p75
EOLCVPB074306-2-01,-7.092882999999972,-37.021094999999946,-7.0,-37.0,latm7p00_lonm37p00
EOLCVPB074307-0-01,-7.091686999999979,-36.97030199999995,-7.0,-37.0,latm7p00_lonm37p00
EOLCVPB074308-9-01,-7.084214999999972,-36.93217099999998,-7.0,-37.0,latm7p00_lonm37p00
EOLCVPB074309-7-01,-7.063015999999948,-36.882033999999976,-7.0,-37.0,latm7p00_lonm37p00
EOLCVPB074310-0-01,-7.053085999999951,-36.83375099999995,-7.0,-36.75,latm7p00_lonm36p75
EOLCVPB074311-9-01,-7.037689999999941,-36.77938899999998,-7.0,-36.75,latm7p00_lonm36p75
EOLCVPB074312-7-01,-7.122440999999981,-36.71870299999995,-7.0,-36.75,latm7p00_lonm36p75
EOLCVBA049144-6-01,-10.705543183999964,-41.20747110599996,-10.75,-41.25,latm10p75_lonm41p25
EOLCVRN035159-8-01,-5.37962341399998,-36.47262427799996,-5.5,-36.5,latm5p50_lonm36p50
EOLCVRN032405-1-01,-5.202639430999966,-35.638807750999945,-5.25,-35.75,latm5p25_lonm35p75
EOLCVRN033552-5-01,-5.198910001999934,-35.69155090099997,-5.25,-35.75,latm5p25_lonm35p75
EOLCVRN057869-0-01,-5.233233329999962,-36.44581943999998,-5.25,-36.5,latm5p25_lonm36p50
EOLCVBA034655-1-01,-10.925448828999947,-42.55331652099994,-11.0,-42.5,latm11p00_lonm42p50
EOLCVBA049392-9-01,-11.485924202999968,-42.56789211599994,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA034660-8-01,-10.997288039999944,-42.50338417299997,-11.0,-42.5,latm11p00_lonm42p50
EOLCVBA034657-8-01,-10.948055242999942,-42.52945630199997,-11.0,-42.5,latm11p00_lonm42p50
EOLCVBA038089-0-01,-11.52087909499994,-42.14410408699996,-11.5,-42.25,latm11p50_lonm42p25
EOLCVPB051575-2-01,-7.026014765999946,-36.75363185799995,-7.0,-36.75,latm7p00_lonm36p75
EOLCVBA049421-6-01,-12.790711203999932,-42.02680430199996,-12.75,-42.0,latm12p75_lonm42p00
EOLCVRN035215-2-01,-5.59287891699995,-36.15316183199997,-5.5,-36.25,latm5p50_lonm36p25
EOLCVRN033853-2-01,-5.647425821999946,-36.24688132599994,-5.75,-36.25,latm5p75_lonm36p25
EOLCVBA034658-6-01,-10.93004437299993,-42.53707597599998,-11.0,-42.5,latm11p00_lonm42p50
EOLCVPB040615-5-01,-7.045159181999964,-36.75352168999996,-7.0,-36.75,latm7p00_lonm36p75
EOLCVBA049423-2-01,-12.899073611999938,-42.05705267199994,-13.0,-42.0,latm13p00_lonm42p00
EOLCVBA049422-4-01,-12.866001966999931,-42.06461023799994,-12.75,-42.0,latm12p75_lonm42p00
EOLCVPE044553-3-01,-9.044082102999935,-38.10704623399994,-9.0,-38.0,latm9p00_lonm38p00
EOL.CV.BA.049974-9.01,-10.663872375999972,-40.69395066199996,-10.75,-40.75,latm10p75_lonm40p75
EOL.CV.BA.049975-7.01,-10.688866937999933,-40.718004554999936,-10.75,-40.75,latm10p75_lonm40p75
EOL.CV.BA.049976-5.01,-10.693138459999943,-40.718395199999975,-10.75,-40.75,latm10p75_lonm40p75
EOL.CV.BA.049977-3.01,-10.713262269999973,-40.70358998999996,-10.75,-40.75,latm10p75_lonm40p75
EOL.CV.BA.049979-0.01,-10.760852969999974,-40.75513772999994,-10.75,-40.75,latm10p75_lonm40p75
EOL.CV.BA.049980-3.01,-10.77459885999997,-40.73016551999996,-10.75,-40.75,latm10p75_lonm40p75
EOL.CV.BA.049981-1.01,-10.810446429999956,-40.71668179999995,-10.75,-40.75,latm10p75_lonm40p75
EOL.CV.BA.052017-9.01,-10.82413005999996,-40.60130574999994,-10.75,-40.5,latm10p75_lonm40p50
EOL.CV.BA.052018-7.01,-10.85844905999994,-40.603015709999966,-10.75,-40.5,latm10p75_lonm40p50
EOL.CV.BA.052019-5.01,-10.87498764999998,-40.61107984999995,-10.75,-40.5,latm10p75_lonm40p50
EOL.CV.BA.052020-9.01,-10.888852009999937,-40.628981849999946,-11.0,-40.75,latm11p00_lonm40p75
EOL.CV.BA.052021-7.01,-10.922341289999965,-40.63355519999993,-11.0,-40.75,latm11p00_lonm40p75
EOLCVBA074287-2-01,-10.52876299999997,-41.40762299999994,-10.5,-41.5,latm10p50_lonm41p50
EOLCVBA074288-0-01,-10.495837999999935,-41.38879299999997,-10.5,-41.5,latm10p50_lonm41p50
EOLCVBA074289-9-01,-10.545319999999949,-41.391133999999965,-10.5,-41.5,latm10p50_lonm41p50
EOLCVBA074290-2-01,-10.516979999999933,-41.36695199999997,-10.5,-41.25,latm10p50_lonm41p25
EOLCVBA074291-0-01,-10.56643299999996,-41.33331399999997,-10.5,-41.25,latm10p50_lonm41p25
EOLCVBA074292-9-01,-10.527143999999964,-41.34198399999997,-10.5,-41.25,latm10p50_lonm41p25
EOLCVBA074293-7-01,-10.507491999999957,-41.30965199999997,-10.5,-41.25,latm10p50_lonm41p25
EOLCVBA074294-5-01,-10.48559899999998,-41.32723199999998,-10.5,-41.25,latm10p50_lonm41p25
EOLCVBA074295-3-01,-10.44772699999993,-41.325309999999945,-10.5,-41.25,latm10p50_lonm41p25
EOLCVBA074296-1-01,-10.419604999999931,-41.332055999999966,-10.5,-41.25,latm10p50_lonm41p25
EOLCVBA074328-3-01,-11.416099999999972,-42.73278199999993,-11.5,-42.75,latm11p50_lonm42p75
EOLCVBA074329-1-01,-11.378491999999936,-42.698657999999966,-11.5,-42.75,latm11p50_lonm42p75
EOLCVBA074330-5-01,-11.374327999999934,-42.74619999999993,-11.25,-42.75,latm11p25_lonm42p75
EOLCVBA074331-3-01,-11.340228999999963,-42.72478999999999,-11.25,-42.75,latm11p25_lonm42p75
EOLCVBA074332-1-01,-11.335994999999969,-42.76760799999994,-11.25,-42.75,latm11p25_lonm42p75
EOLCVBA074333-0-01,-11.302077999999938,-42.69482899999997,-11.25,-42.75,latm11p25_lonm42p75
EOLCVBA074334-8-01,-11.299968999999976,-42.74217199999998,-11.25,-42.75,latm11p25_lonm42p75
EOLCVBA074335-6-01,-11.304951999999956,-42.77684799999997,-11.25,-42.75,latm11p25_lonm42p75
EOLCVBA074336-4-01,-11.268494999999971,-42.71299699999997,-11.25,-42.75,latm11p25_lonm42p75
EOLCVBA074337-2-01,-11.268272999999963,-42.76611699999995,-11.25,-42.75,latm11p25_lonm42p75
EOL.CV.BA.049978-1.01,-10.724998206999942,-40.729194124999935,-10.75,-40.75,latm10p75_lonm40p75
EOLCVPB049863-7-01,-6.808678802999964,-36.50541877399996,-6.75,-36.5,latm6p75_lonm36p50
EOLCVRN047162-3-01,-6.79784280399997,-36.73329544099994,-6.75,-36.75,latm6p75_lonm36p75
EOLCVBA033547-9-01,-11.099361574999932,-41.28088350499996,-11.0,-41.25,latm11p00_lonm41p25
EOLCVPI074472-7,-6.05047607399996,-40.975280761999954,-6.0,-41.0,latm6p00_lonm41p00
EOLCVPI074473-5,-6.014221190999933,-40.91571044899996,-6.0,-41.0,latm6p00_lonm41p00
EOLCVCE074474-3,-5.997802733999947,-40.85198974599996,-6.0,-40.75,latm6p00_lonm40p75
EOLCVPI074475-1,-5.969177245999958,-40.90209960899995,-6.0,-41.0,latm6p00_lonm41p00
EOLCVPI074476-0,-5.928405761999954,-40.96411132799994,-6.0,-41.0,latm6p00_lonm41p00
EOLCVCE074477-8,-5.899780272999976,-40.88177490199996,-6.0,-41.0,latm6p00_lonm41p00
EOLCVCE074478-6,-5.849487304999968,-40.89819335899995,-5.75,-41.0,latm5p75_lonm41p00
EOLCVCE074479-4,-5.774780272999976,-40.90289306599993,-5.75,-41.0,latm5p75_lonm41p00
EOLCVPI074480-8,-5.780090331999929,-40.95471191399997,-5.75,-41.0,latm5p75_lonm41p00
EOLCVPI074481-6,-5.77648925799997,-41.01129150399999,-5.75,-41.0,latm5p75_lonm41p00
EOLCVPE074482-4,-8.58898925799997,-41.09527587899999,-8.5,-41.0,latm8p50_lonm41p00
EOLCVPE074483-2,-8.576721190999933,-41.12811279299996,-8.5,-41.25,latm8p50_lonm41p25
EOLCVPE074484-0,-8.544677733999947,-41.090515136999954,-8.5,-41.0,latm8p50_lonm41p00
EOLCVPE074485-9,-8.548583983999947,-41.12011718799994,-8.5,-41.0,latm8p50_lonm41p00
EOLCVPI074486-7,-8.540100097999925,-41.17022705099998,-8.5,-41.25,latm8p50_lonm41p25
EOLCVPI074487-5,-8.52490234399994,-41.205200194999975,-8.5,-41.25,latm8p50_lonm41p25
EOLCVPI074488-3,-8.469177245999958,-41.22039794899996,-8.5,-41.25,latm8p50_lonm41p25
EOLCVPI074489-1,-8.476013183999953,-41.17468261699997,-8.5,-41.25,latm8p50_lonm41p25
EOLCVPI074490-5,-8.47052001999998,-41.28057861299993,-8.5,-41.25,latm8p50_lonm41p25
EOLCVPI074491-3,-8.513427733999947,-41.263793944999975,-8.5,-41.25,latm8p50_lonm41p25
EOLCVPI074492-1,-8.461486815999933,-41.10888671899994,-8.5,-41.0,latm8p50_lonm41p00
EOLCVPI074493-0,-8.44317626999998,-41.13970947299998,-8.5,-41.25,latm8p50_lonm41p25
EOLCVPI074494-8,-8.42169189499998,-41.19519042999997,-8.5,-41.25,latm8p50_lonm41p25
EOLCVBA074574-0-01,-10.822998046999942,-44.10388183599997,-10.75,-44.0,latm10p75_lonm44p00
EOLCVBA074575-8-01,-10.865112304999968,-44.081420897999976,-10.75,-44.0,latm10p75_lonm44p00
EOLCVBA074576-6-01,-10.901794433999951,-44.06079101599994,-11.0,-44.0,latm11p00_lonm44p00
EOLCVBA074577-4-01,-10.937622069999977,-44.04107665999993,-11.0,-44.0,latm11p00_lonm44p00
EOLCVBA074578-2-01,-10.972106933999951,-44.02368164099994,-11.0,-44.0,latm11p00_lonm44p00
EOLCVBA074579-0-01,-10.99719238299997,-44.00677490199996,-11.0,-44.0,latm11p00_lonm44p00
EOLCVBA074580-4-01,-11.015075683999951,-43.98779296899994,-11.0,-44.0,latm11p00_lonm44p00
EOLCVBA074581-2-01,-11.069580077999944,-43.949707030999946,-11.0,-44.0,latm11p00_lonm44p00
EOLCVBA074582-0-01,-11.094909667999955,-43.93438720699993,-11.0,-44.0,latm11p00_lonm44p00
EOLCVBA074583-9-01,-11.130310058999951,-43.91717529299996,-11.25,-44.0,latm11p25_lonm44p00
EOLCVBA074516-2,-12.770385741999974,-42.27832031299994,-12.75,-42.25,latm12p75_lonm42p25
EOLCVBA074517-0,-12.802612304999968,-42.23419189499998,-12.75,-42.25,latm12p75_lonm42p25
EOLCVBA074518-9,-12.832214354999962,-42.25378417999997,-12.75,-42.25,latm12p75_lonm42p25
EOLCVBA074519-7,-12.869079589999956,-42.21612548799993,-12.75,-42.25,latm12p75_lonm42p25
EOLCVBA074520-0,-12.91430664099994,-42.22241210899995,-13.0,-42.25,latm13p00_lonm42p25
EOLCVBA074521-9,-12.943908690999931,-42.20050048799993,-13.0,-42.25,latm13p00_lonm42p25
EOLCVRN074573-1-01,-6.056213378999928,-36.80139160199997,-6.0,-36.75,latm6p00_lonm36p75
EOLCVRN074565-0-01,-6.090209960999971,-36.78601074199997,-6.0,-36.75,latm6p00_lonm36p75
EOLCVRN074566-9-01,-6.090209960999971,-36.754577636999954,-6.0,-36.75,latm6p00_lonm36p75
EOLCVRN074567-7-01,-6.163085937999938,-36.76831054699994,-6.25,-36.75,latm6p25_lonm36p75
EOLCVRN074568-5-01,-6.191589354999962,-36.74298095699993,-6.25,-36.75,latm6p25_lonm36p75
EOLCVRN074569-3-01,-6.073608397999976,-36.70098876999998,-6.0,-36.75,latm6p00_lonm36p75
EOLCVRN074570-7-01,-6.122497558999953,-36.76000976599994,-6.0,-36.75,latm6p00_lonm36p75
EOLCVRN074571-5-01,-6.016906737999932,-36.753295897999976,-6.0,-36.75,latm6p00_lonm36p75
EOLCVRN074572-3-01,-6.081604003999928,-36.72167968799994,-6.0,-36.75,latm6p00_lonm36p75
EOLCVBA040740-2-01,-9.750610351999969,-40.726684569999975,-9.75,-40.75,latm9p75_lonm40p75
EOLCVBA040741-0-01,-9.760803222999924,-40.733093261999954,-9.75,-40.75,latm9p75_lonm40p75
EOLCVBA040742-9-01,-9.779479979999962,-40.742675780999946,-9.75,-40.75,latm9p75_lonm40p75
EOLCVBA040743-7-01,-9.807983397999976,-40.75640869099993,-9.75,-40.75,latm9p75_lonm40p75
EOLCVBA040744-5-01,-9.810424804999968,-40.75842285199997,-9.75,-40.75,latm9p75_lonm40p75
EOLCVBA040745-3-01,-9.817382812999938,-40.71771240199996,-9.75,-40.75,latm9p75_lonm40p75
EOLCVBA040746-1-01,-9.815185546999942,-40.71557617199994,-9.75,-40.75,latm9p75_lonm40p75
EOLCVBA074584-7-01,-11.374389647999976,-42.789184569999975,-11.25,-42.75,latm11p25_lonm42p75
EOLCVBA074585-5-01,-11.411376952999944,-42.79901122999996,-11.5,-42.75,latm11p50_lonm42p75
EOLCVBA074586-3-01,-11.397827147999976,-42.76037597699997,-11.5,-42.75,latm11p50_lonm42p75
EOLCVBA074587-1-01,-11.447998046999942,-42.744628905999946,-11.5,-42.75,latm11p50_lonm42p75
EOLCVBA074588-0-01,-11.449584960999973,-42.78448486299993,-11.5,-42.75,latm11p50_lonm42p75
EOLCVBA074589-8-01,-11.257019042999955,-41.20660400399999,-11.25,-41.25,latm11p25_lonm41p25
EOLCVBA074590-1-01,-11.228881835999973,-41.20288085899995,-11.25,-41.25,latm11p25_lonm41p25
EOLCVBA074591-0-01,-11.203002929999968,-41.20111083999996,-11.25,-41.25,latm11p25_lonm41p25
EOLCVBA074592-8-01,-11.17797851599994,-41.19390869099993,-11.25,-41.25,latm11p25_lonm41p25
EOLCVBA074593-6-01,-11.15509033199993,-41.18591308599997,-11.25,-41.25,latm11p25_lonm41p25
EOLCVCE030916-8-01,-3.279933442999948,-39.22592540499994,-3.25,-39.25,latm3p25_lonm39p25
EOLCVBA037417-2-01,-10.37972222199994,-41.61861111099995,-10.5,-41.5,latm10p50_lonm41p50
EOLCVBA037547-0-01,-10.317743252999946,-41.52614207799997,-10.25,-41.5,latm10p25_lonm41p50
EOLCVBA037653-1-01,-10.379903990999937,-41.61867626999998,-10.5,-41.5,latm10p50_lonm41p50
EOLCVBA038226-4-01,-10.330095356999948,-41.434701864999965,-10.25,-41.5,latm10p25_lonm41p50
EOLCVPB037953-0-01,-6.843582269999956,-36.735549290999984,-6.75,-36.75,latm6p75_lonm36p75
EOLCVBA033636-0-01,-10.702848348999964,-41.596115544999975,-10.75,-41.5,latm10p75_lonm41p50
EOLCVCE028770-9-01,-4.5073097119999375,-37.76899987099995,-4.5,-37.75,latm4p50_lonm37p75
EOLCVCE031485-4-01,-2.91951856199995,-39.861640352999984,-3.0,-39.75,latm3p00_lonm39p75
EOLCVRN047243-3-01,-5.682177971999977,-36.26954784399993,-5.75,-36.25,latm5p75_lonm36p25
EOLCVRN047245-0-01,-5.716007436999973,-36.28428204599993,-5.75,-36.25,latm5p75_lonm36p25
EOLCVRN047240-9-01,-5.678895154999964,-36.28624262099993,-5.75,-36.25,latm5p75_lonm36p25
EOLCVRN035212-8-01,-5.820178637999959,-36.237760735999984,-5.75,-36.25,latm5p75_lonm36p25
EOLCVBA034656-0-01,-10.94404374499993,-42.56211631699995,-11.0,-42.5,latm11p00_lonm42p50
EOLCVRN049174-8-01,-5.791385257999934,-36.16729543899993,-5.75,-36.25,latm5p75_lonm36p25
EOLCVRN049175-6-01,-5.824970638999957,-36.19084709999999,-5.75,-36.25,latm5p75_lonm36p25
EOLCVRN049176-4-01,-5.820085564999943,-36.21151457999997,-5.75,-36.25,latm5p75_lonm36p25
EOLCVRN049178-0-01,-5.80942547099994,-36.23400573799995,-5.75,-36.25,latm5p75_lonm36p25
EOLCVRN049181-0-01,-5.778714001999958,-36.20487035799994,-5.75,-36.25,latm5p75_lonm36p25
EOLCVRN049182-9-01,-5.772767629999976,-36.19187233799994,-5.75,-36.25,latm5p75_lonm36p25
EOLCVRN049177-2-01,-5.812829014999977,-36.22235013499994,-5.75,-36.25,latm5p75_lonm36p25
EOL.CV.BA.049972-2.01,-10.61207206399996,-40.75580038499993,-10.5,-40.75,latm10p50_lonm40p75
EOL.CV.BA.049973-0.01,-10.66402471699996,-40.73908159399997,-10.75,-40.75,latm10p75_lonm40p75
EOLCVBA040750-0-01,-9.843875527999955,-40.68766972999998,-9.75,-40.75,latm9p75_lonm40p75
EOLCVBA058126-7-01,-10.370295341999965,-41.66772513199993,-10.25,-41.75,latm10p25_lonm41p75
EOLCVBA061641-9-01,-10.374883222999928,-41.65597341299997,-10.25,-41.75,latm10p25_lonm41p75
EOLCVBA066951-2-01,-10.35376637199994,-41.64299259599994,-10.25,-41.75,latm10p25_lonm41p75
EOLCVBA066952-0-01,-10.349027932999944,-41.656640670999934,-10.25,-41.75,latm10p25_lonm41p75
EOLCVCE074495-6-01,-3.625021999999945,-39.77641599999998,-3.75,-39.75,latm3p75_lonm39p75
EOLCVBA074901-0-01,-9.511596679999968,-38.78070068399995,-9.5,-38.75,latm9p50_lonm38p75
EOLCVBA074914-1-01,-9.52630615199996,-38.78198242199994,-9.5,-38.75,latm9p50_lonm38p75
EOLCVBA074913-3-01,-9.54071044899996,-38.78009033199993,-9.5,-38.75,latm9p50_lonm38p75
EOLCVBA074912-5-01,-9.555419921999942,-38.78289794899996,-9.5,-38.75,latm9p50_lonm38p75
EOLCVBA074911-7-01,-9.57000732399996,-38.78540039099994,-9.5,-38.75,latm9p50_lonm38p75
EOLCVBA074910-9-01,-9.584594726999969,-38.78820800799997,-9.5,-38.75,latm9p50_lonm38p75
EOLCVBA074909-5-01,-9.598876952999944,-38.79229736299993,-9.5,-38.75,latm9p50_lonm38p75
EOLCVBA074915-0-01,-9.611999511999954,-38.799499511999954,-9.5,-38.75,latm9p50_lonm38p75
EOLCVBA074908-7-01,-9.62579345699993,-38.804809569999975,-9.75,-38.75,latm9p75_lonm38p75
EOLCVBA074907-9-01,-9.640197753999928,-38.80841064499998,-9.75,-38.75,latm9p75_lonm38p75
EOLCVBA074906-0-01,-9.65380859399994,-38.81518554699994,-9.75,-38.75,latm9p75_lonm38p75
EOLCVBA074905-2-01,-9.667297362999932,-38.82189941399997,-9.75,-38.75,latm9p75_lonm38p75
EOLCVBA074904-4-01,-9.68310546899994,-38.81311035199997,-9.75,-38.75,latm9p75_lonm38p75
EOLCVBA074903-6-01,-9.695922851999969,-38.82067871099997,-9.75,-38.75,latm9p75_lonm38p75
EOLCVBA074902-8-01,-9.708312987999932,-38.82897949199997,-9.75,-38.75,latm9p75_lonm38p75
EOLCVCE074496-4-01,-3.576904296999942,-39.71209716799996,-3.5,-39.75,latm3p50_lonm39p75
EOLCVCE074497-2-01,-3.604309081999929,-39.625488280999946,-3.5,-39.75,latm3p50_lonm39p75
EOLCVCE075033-6-01,-3.660278319999975,-39.69201660199997,-3.75,-39.75,latm3p75_lonm39p75
EOLCVCE074499-9-01,-3.667419433999953,-39.56671142599998,-3.75,-39.5,latm3p75_lonm39p50
EOLCVCE074500-6-01,-3.721008300999927,-39.60260009799998,-3.75,-39.5,latm3p75_lonm39p50
EOLCVCE074501-4-01,-3.6885986329999696,-39.52362060499996,-3.75,-39.5,latm3p75_lonm39p50
EOLCVCE075034-4-01,-3.777282714999956,-39.57049560499996,-3.75,-39.5,latm3p75_lonm39p50
EOLCVCE075035-2-01,-3.780212401999961,-39.51330566399997,-3.75,-39.5,latm3p75_lonm39p50
EOLCVCE075032-8-01,-3.755676269999981,-39.63861083999996,-3.75,-39.75,latm3p75_lonm39p75
EOLCVBA074916-8,-8.984008788999972,-41.51989746099997,-9.0,-41.5,latm9p00_lonm41p50
EOLCVBA074917-6,-9.019104003999928,-41.53381347699997,-9.0,-41.5,latm9p00_lonm41p50
EOLCVBA074918-4,-9.039428710999973,-41.53997802699996,-9.0,-41.5,latm9p00_lonm41p50
EOLCVBA.074919-2,-9.084289550999928,-41.43792724599996,-9.0,-41.5,latm9p00_lonm41p50
EOLCVBA074920-6,-9.08618164099994,-41.42169189499998,-9.0,-41.5,latm9p00_lonm41p50
EOLCVBA.074921-4,-9.118591308999951,-41.43267822299998,-9.0,-41.5,latm9p00_lonm41p50
EOLCVBA074922-2,-9.169128417999955,-41.44061279299996,-9.25,-41.5,latm9p25_lonm41p50
EOLCVBA074923-0,-9.215393065999931,-41.45471191399997,-9.25,-41.5,latm9p25_lonm41p50
EOLCVBA074924-9,-9.246093749999943,-41.46099853499993,-9.25,-41.5,latm9p25_lonm41p50
EOLCVBA074925-7,-9.281188964999956,-41.50140380899995,-9.25,-41.5,latm9p25_lonm41p50
